,text,language,predictions
120,@user なんやて！！！！！！（衝撃）,Chinese,1.9031417846679688
121,still pinching myself that i acc live in Amsterdam now !! MAKE YUR OWN DREAMS COME TRU BBYS,English,1.553138542175293
122,Mooi afgefloten ook,Dutch,2.1040382385253906
123,@user você!! 💕,Portuguese,1.7719341278076173
124,@user أنا أستعملتها الجولة الماضية وتوفقت في ذالك بس يالغالي توني دخلت التطبيق وما لقيت التشكيلة هاذي في الفيديو ؟؟؟؟,Arabic,1.9298141479492188
125,폰이 진짜 이상혀 터치가 뭐 지혼자 다해버리내,Korean,1.3427306175231934
126,@user @user @user @user Wiskunde is niet je beste vak? Hoop ik?,Dutch,2.309483528137207
127,다큐멘터리 이런곳에서 본 거 같아 .... http,Korean,1.441097354888916
128,"@user @user @EliotHiggins @user yep, going after the White Helmets, check",English,1.3449438095092774
129,스텔은 보통 인간보다 균형감각이 좋지.,Korean,1.5561363220214843
130,"खुले दुश्मन से भी ख़तरनाक है, जो वोट हमारे दुश्मन को देता है, रात के अंधेरे में हमारे घरों में आग लगता है, और सुबह हमसे हमदर्दी जताता है!",Hindi,2.1318843841552733
131,Wat een onrealistische serie is #hoogvliegers geld had beter besteed kunnen worden @EOnl @Kon_Luchtmacht,Dutch,1.5502750396728515
132,@user 汪（燦笑（夠了,Chinese,2.4968618392944335
133,Falta mucho para morir?,Spanish,2.4716482162475586
134,@user I'd like Twilight Princess please!,English,2.037384796142578
135,@narendramodi आखिरकार ये इंतजार का समय समाप्त हुआ @narendramodi । #NirbhayaCase में आज इंसाफ मिला। देर आए दुरूस्त आए #JusticeForNirbhaya ।,Hindi,1.3726941108703614
136,"El mejor del mundo reconociendo al Chicharito Hernández, y tú todo tronco criticándolo todo su carrera 😎🇲🇽 http",Spanish,2.0664447784423827
137,納竿,Chinese,1.3578967094421386
138,Il monumento a Giovanni Dalle Bande Nere sarebbe dovuto essere collocato dentro la basilica di San Lorenzo http,Italian,1.0724349975585938
139,@user venha mesmo por favor 😔✌🏼,Portuguese,1.8090856552124024
140,@user माता फातिमा शेख को विनम्र अभिवादन.,Hindi,2.822306442260742
141,@user هو عادي مافيها شي بالعكس لكن التوثيق هذا لييش؟؟,Arabic,1.3232444763183593
142,@user Jij weet wat ik niet ken?,Dutch,1.9132879257202149
143,Winx club wordt elk seizoen slechter!,Dutch,1.5952507972717285
144,@user Ik vind hem ook top!,Dutch,2.277960014343262
145,@user 可哀想…,Chinese,1.9037651062011718
146,"@pankhuripathak मेडम संभल के ,आजम खान कलर पूछता हैं।",Hindi,2.1388103485107424
147,@user @NOS Boa’s zijn nu leeuwen zonder tanden.,Dutch,2.117144012451172
148,@user عادي تطير وانت عند بيتكم,Arabic,2.34645938873291
149,J’arrive devant la télé pour le money time ! #LIVBAR,French,1.6694507598876953
150,"@user Tu as fais le tour des circoncis. Tu cherche l'exotisme, hummm.",French,2.854953575134277
151,@user اذا وصلتي قوليلي ..,Arabic,2.3303285598754884
152,(그냥 해시태그 만들어봄..╮(´-ω-`)╭) 우리쪽 사니와 둘은 능숙 시즈나는 있으면 있는대로 편히쓰고 타다시는 아마 거의 몸의 일부 그래도 예전보단 덜 쓰는편 #사니와의_단말기_사용실력,Korean,1.8127084732055665
153,Cómo hago para decirle todo sin enloquecer? 🤔,Spanish,2.2185630798339844
154,@user @robertosaviano @repubblica Saviano ne ha una identica. Come commenti?,Italian,1.6332347869873047
155,"quero digitar tanta coisa aqui, mas vai dar tanta merda",Portuguese,1.9767688751220702
156,"@user Y donde podemos ver la propuesta?, que proponen nuestros diputados?",Spanish,1.2496562957763673
157,纽约市高度戒备准备应对伊朗可能进行的报复(图) http,Chinese,1.0954442977905274
158,@user Et pourquoi pas en Swahili ou en Tagalog ?,French,1.670081329345703
159,"@user @user @user Ja je eigen terrein veranderen in fort knox omdat Nederland ""denkt"" goed op weg te zijn....",Dutch,1.5211287498474122
160,"Het is weer fraai, vuilstort in het buitengebied http",Dutch,2.014935302734375
161,@user c'est valid on y peut rien!,French,1.808344268798828
162,Est-ce que quelqu’un a des nouvelles d’Andrea Tafi ? #ParisRoubaix #LesRP #AntenneVieux,French,1.2071439743041992
163,"@user É gratificante, te entendo!!! Sinto o mesmo 😍😍😍",Portuguese,2.88165397644043
164,i’ve only watched the first 20 mins of owl and the pussycat and i’m already in love. how have i been deprived of this for so long?????,English,2.7884902954101562
165,@user Ze zegt toch ook dat demi tyler kan aanklagen hahdjshss,Dutch,1.388516902923584
166,sou oficialmente uma universitária caralho obgd deus eu sei que tu me sondas http,Portuguese,3.4797222137451174
167,@user me lo consiglieresti?,Italian,2.467722511291504
168,@CaoChangqing “这才是代表美国精神的美国人，那就是，无论面对什么困境，都有打不垮的乐观、自由、感恩！” 说得太好了，大赞！👍👍👍,Chinese,1.8048110961914063
169,"#तस्मै_श्री_गुरवे_नमः मैं जीने के लिए अपने पिता की ऋणी हूँ, पर अच्छे से जीने के लिए अपने गुरु की। @user @user",Hindi,2.193660354614258
170,@user L’ho visto proprio adesso!!,Italian,1.4990852355957032
171,@user @user @user nao tem problema vc ter medo de alguém http,Portuguese,1.9707477569580079
172,हलका हलचल में देखिए आज क्या है आपके हलके में खास ? #MorningNews #Haryana http,Hindi,1.158653450012207
173,@HaraldDoornbos Moeten we hier nu medelijden mee krijgen?,Dutch,1.5754994392395019
174,Eu ja to com meu cu fechado e nem chegou a hora da prova,Portuguese,2.4184579849243164
175,@user Ah ecco!! Questo mi rincuora 😂😂😂,Italian,1.5997381210327148
176,@user @SitaramYechury क्या सोच के इसका नाम सीताराम रखा?,Hindi,1.7170997619628907
177,@user Il Parma non è da B. Meglio lui di Ashley Young,Italian,1.4924453735351562
178,@user nossa oi vamo,Italian,1.8389595031738282
179,@user जयचन्द हम शर्मिंदा है तेरे वारिस जिन्दा है। # Delhi Election.,Hindi,1.3382599830627442
180,@user 꺅 당연하지! 다음에 데이또 꼭 하쟈💖 우리 아모 좋은하루 보내자앙❣️❣️,Korean,3.0648645401000976
181,"- Sonríe a la vida, no solo a la cámara . ✨",Spanish,2.1696445465087892
182,@user Oleee. Y compartirlo contigo y reírnos de lo divino y lo humano. Se te echa mucho de menos.,Spanish,3.0535503387451173
183,@user Je trouve ça magnifique repartir de rien et créer la vie... finalement c’est un peu ressusciter !!!,French,2.5851049423217773
184,Lennar Corp to restate earnings after losing $140M to lawsuit in Maryland - South Florida Business Journal http,English,1.0983953475952148
185,@user ah voilà mtn ça m’aide ça me dit qlqch,French,2.2029300689697267
186,No encuentro motivación ni de chiste,Spanish,2.417325019836426
187,@user صباح الهنا والسعادة,Arabic,1.8581668853759765
188,@user È bellissimaaa😭😍,Italian,2.4623510360717775
189,"Gravata, perdón.",Spanish,1.5267845153808595
190,Voy de mal en peor,Spanish,2.6081365585327148
191,@Shehla_Rashid इमरान खान से लिखवा के ले आ जा... कोई नहीं तुझको सरण दे देंगे... !!!,Hindi,1.4395458221435546
192,"#Bonolis sempre simpatico, non perde un'occasione #avantiunaltro",Italian,1.575413990020752
193,"Microsoft Windows 10, l'aggiornamento di maggio 2019 disponibile per il download http",Italian,1.0
194,@user 是我嗎😅,Chinese,2.2666927337646485
195,स्याही जूता फिर थप्पड़ ये है राजनीति #LokSabhaElections2019,Hindi,1.1816192626953126
196,@user @user Je le vois absolument pas le mec a sué pour RIEN,French,1.742488479614258
197,Manda msg e apaga mais meu Whatsapp é o GB kkkkk,Portuguese,2.643814468383789
198,"Foda que tem altas mina gata nessa cidade mas nenhuma vale alguma coisa, só golpe em cima de golpe",Portuguese,2.7888599395751954
199,@user passo,Italian,1.270881175994873
200,@user Et une kiks pour @user UNE😂😂,French,1.483154010772705
201,"Alla fine la scelta la farà Manuel... Sceglierà Giulio, lui dirà di sì e andranno insieme a fare le risse #uominiedonne",Italian,1.8460086822509765
202,"@user @user @user Trois tweets, et on ne comprend toujours rien à ce que vous dites...",French,1.489389419555664
203,Notre Dame qui prend feu le soir où Emmanuel Macron doit prendre la parole. COMME PAR HASARD,French,1.218839168548584
204,@user Proest! Dan hoop ik maar dat dit verhaal geen staartje krijgt! 🙃,Dutch,1.8003082275390625
205,#호평동만남ㅇㅓ플 #호평동채팅ㅇㅓ플 #호평동ㅈㅗ건ㅇㅓ플 카툭 💖 AG665 🎎비아그라제공🎗️수위/횟수무제한 🧿와꾸 마인드 최고! #호평동만남사이트 #호평동실시간만남 #호평동원ㄴㅏ잇섹ㅍㅏ #호평동출장맛ㅅㅏㅈㅣ,Korean,2.4048938751220703
206,"Como cuestan los lunes amigo, debería ser feriado siempre",Spanish,1.8392391204833984
207,@user Rohh ses tchoutch,French,1.9541536331176759
208,eu e a letícia ficamos duas horas ali torrando no sol tô até revigorado,Portuguese,2.1911781311035154
209,no motivation left and the year just started,English,2.366594123840332
210,@user this why all ur irls are het,Dutch,2.9535921096801756
211,les messages mignons au réveil🥰,French,2.947487640380859
212,Rico como lo mueve http,Spanish,2.654901123046875
213,ثق أني أحببتك كما لم أحب أحداً وأني قد أنسى كل شيء إلا أنت💘.,Arabic,3.340871047973633
214,#GodMorningThursday तमाखू का सेवन करने से गाय का खून पीने के समान पाप लगता है। http,Hindi,1.2983195304870605
215,@user Sábado eu vou aí,Portuguese,2.0398712158203125
216,@KingThelonious @MickeyChristmas Y’all never met me,Dutch,1.3772784233093263
217,nao usava grafite 0.9 = aberração,Portuguese,1.4968719482421875
218,الحمدلله رزقنا الله سبحانه وتعالي زيارة امير المؤمنين علي بن أبي طالب عليه افضل الصلاة والسلام http,Arabic,1.4915225982666016
219,"والله إنكم فرحتي ورحَابة هالكُون وضيّه . ( @user ,@Ev2il1 )",Arabic,3.612613296508789
220,"@user (너를 마주 주시하다, 이내 상체를 숙여 시평선을 맞춘다.) 널 호명한 것을 인지했다면, 즉각 반응해야지. 대답.",Korean,2.7705099105834963
221,"U rijdt met een #scootmobiel, met uw mobiele telefoon aan de hand door het centrum van uw stad..... Mag dit🤔😅😂 http",Dutch,1.393402671813965
222,@user يروح في برحه فاضيه ويجيب كرسي ولا يروح البر,Arabic,1.9103240966796875
223,"🌹 मिलावट का दौर है साहब... हां में हां मिला दिया करो,संबंध लम्बे समय तक टिकेंगे...",Hindi,1.9792657852172852
224,Segunda - feira e foda o cara não tem ânimo pra nada,Portuguese,1.5822713851928711
225,#IPityTheFoolThat lives on the hill Sees the sun going down And the eyes in his head See the world spinning round http,English,1.2412637710571288
226,J'ai dépassé officiellement le nombre de 100 vidéos monté pour @MrBboy45 ! C'est énorme ! Merci pour le soutien ❤️️,French,1.84644775390625
227,"Pour le pape, l'interdit de l'avortement est humain, pas religieux http",French,1.4077664375305177
228,तुम जमीन मेरे हिस्से की या आसमान सा छलावा तुम एहसान कोई मुझपर या महज़ पछतावा,Hindi,2.5813787460327147
229,alguien sabe si desde la app de cien ar se puede ver el cable en vivo? o hay que esperar hasta que suban el capitulo?,Spanish,1.6218257904052735
230,@user @user अशोक नगर का है ये कोई भी वीडियो या पोस्ट पक्का करो फिर डालो एक साइड लड़का बोल रहा ये अशोक नगर का,Hindi,1.4412721633911132
231,@user @user Y lo volveria a hacer,Spanish,1.7888347625732421
232,बात ....... करोडो की दुकान ...... पकोड़ो की संगत .......भगोड़ों की आफत .....मज़दूरों की,Hindi,2.054032325744629
233,@user @user @user @user hey suggest me a laptop for gaming n personal use budget is 50-55k,English,1.9072021484375
234,@user C'est @user direct,French,1.5510422706604003
235,@user कौन सी क्रिम लगाती हो बोलो यार मेरे को भी white होना है parchhai कितनी गली हो चले गा😂😂😂😂,Hindi,1.6316862106323242
236,Gratidão a Deus por mais um dia sendo iniciado 🙌🏻❣️,Portuguese,1.709208869934082
237,@user @user con una navaja en el pescuezo todo se soluciona 🤓,Spanish,1.9159576416015625
238,@user SKY scored 4 less runs just lol,English,1.3640329360961914
239,"@eldiarioes ¿Que en VoX las mujeres están por detrás de los hombres? Chorprecha!!. Otra noticia, amiga, la lluvia moja.",Spanish,2.347371292114258
240,@user @felipeneto Aquele momento que eu não sei se este tweet é zoação ou sério...,Portuguese,2.1568103790283204
241,Joa hey quiero tomarrrr,Spanish,2.9371597290039064
242,caralho to com sono,Italian,1.7863323211669921
243,", Brayden told my mama he not happy I’m having a baby😢.",English,4.03154182434082
244,삶은 뺑 오 쇼콜라다 http,Korean,1.203412914276123
245,@user @user pyjama is het beste want je bepaalt zelf wat je pyjama is,Dutch,1.779414176940918
246,@user @user Wilma heeft wel veel fantasie. Complottheorie fantasie. En zijn geen FvdD trollen.,Dutch,1.7827129364013672
247,@ChineseWSJ 你他妈的搞有罪推定是吧,Chinese,2.0043540954589845
248,"¿Medio ambiente, seguridad? El tape no fue el correcto candidata!! #DebatesCiudadanos",Spanish,1.3551774978637696
249,@user Sisi ma capisco cioè 💜,Italian,3.6029293060302736
250,Ya me cansan los threesome' y las orgías Ya me cansa que mi vida siga vacía,Spanish,3.885660171508789
251,@user कर बजी क्या सकती हो🙄🙄🙄,Hindi,1.9907814025878907
252,@user Estas hablando con los creadores @user,Spanish,1.4726694107055665
253,다 풀고왓다,Korean,1.439171028137207
254,@user Minnesota game all over again. Terrible late turnovers by Pritzl &amp; Happ.,English,1.2111769676208497
255,@user @user @user Vabbè ma trovami uno che frequenta gli stadi a cui possa piacere...,Italian,2.180627632141113
256,"From here on out, using our greatest smiles and lovely singing voices, we'll make everyone happy♡",English,3.010950469970703
257,@user opgerot met je onleesbare tweets denk ff na,Dutch,1.8536937713623047
258,"@ZeeNews कुछ ""हरामी पत्रकारों"" की जलन से पता चलता है कि राहुल गांधी जी सही दिशा में जा रहें हैं। #NyayForIndia #RahulForBehtarBharat",Hindi,1.38250675201416
259,ابي قُربك ومتى فيك التقي ابي اغني ياسمِا شوفي من معَي.,Arabic,3.8424266815185546
260,@user @user Il adore se retrouver devant les caméras ! et souhaite laisser son nom dans l’histoire (pas gagné!)🤡,French,2.433220863342285
261,@user en sois on à pour la plupart était un peu des deux même inconsciemment,French,1.6335184097290039
262,@SaskiaBelleman Omdat ze gek zijn op die doofpot!!!😬😈👹👿👺👹👿,Dutch,1.7311271667480468
263,Private Yoga Instruction - Tailored to your needs http,English,1.2119363784790038
264,"@user La vérité, ils ont eu que de la chance",French,1.40216064453125
265,우편토요일날올줄알앗는데 31;@;일에 부산우체국에 서멈춰잇음.대체왜요,Korean,1.3253719329833984
266,"@rautsanjay61 माफी मांगते संजय राउते,फिर सत्य मेव जयते",Hindi,1.4557000160217286
267,@user 自由の！！！ もとに！！！ 生まれた！！！！！！！！！！,Chinese,2.3944656372070314
268,"La diferencia entre vos y yo, es que yo veo y me preocupo más allá de mi ego. Vos no.",Spanish,2.5756298065185548
269,"@NOS Hebben we nog niet genoeg uit afrika "" gehaald""?",Dutch,1.4399379730224608
270,「夢不到電子羊你還有獨角獸」&lt;&lt;決定了!!!這是我的新社團名,Chinese,2.4974140167236327
271,제주자치경찰단장 후보 징계 ‘임명 안갯속’,Korean,1.190205192565918
272,@user @user Ik heb vrijdagochtend geen douane gezien. Ik had alleen handbagage was dus ook zo buiten. Klaar.,Dutch,1.6596397399902343
273,@user सुभाष चन्द्र बोस की,Hindi,1.1756196975708009
274,Povo da minha sala é só derrame tmlc 🤦🏽‍♂️,Portuguese,2.2562740325927733
275,Quel est votre technique pour faire partir les plis d'une AF1???,French,1.3327747344970704
276,@user Comme chaque année. Je suis en mode : DEHORS !,French,2.3140625
277,@user ¿Estas cayendo en palida Hemano?,Spanish,2.5265932083129883
278,I can’t help myself 🤷🏽‍♀️,English,2.128940200805664
279,@user Franchement ça a été,French,1.3551414489746094
280,Hoy fue un dia productivo que exito!!,Spanish,1.5738183975219726
281,所以各國才會有動物的傳說 動物的人形模樣的故事,Chinese,1.4857173919677735
282,@user Comigo foi assim ❤,Portuguese,2.6335865020751954
283,资源⬆️➕qq⬆️ #吴小瑞体育会新片速递：《火车》，国产的人体火车，运动的画风，更多细节处，超多的洞一同被肏出水。 #完整大约40多分钟 #吴小瑞体育会系列约20部特价出售 头像名字主页⬆️➕qq⬆️ http,Chinese,2.574959564208984
284,So pretty. I can't 😭💖 http,English,2.100450897216797
285,What the fuck!,English,1.5697171211242675
286,"@user @user Lovely old pub. When the NF used to have meetings in the room upstairs, it was known as ‘The Adolphi’",English,1.5848587036132813
287,@user Brincalhão você kkkkkkkkkkk,Portuguese,1.939053726196289
